storm_id,year,month,month_name,name,start_date,end_date,duration_hours,max_wind_kt,max_wind_mph,min_pressure_mb,category_num,category,is_hurricane,is_major,landfalls,observations,narrative,is_retired
AL091887,1887,9,September,UNNAMED,1887-09-11,1887-09-22,270,85,97,973,2,Cat 2,1,0,1,47,"The unnamed storm of 1887 (AL091887) formed in the central Atlantic on September 11, 1887. The system tracked westward during its lifetime. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the Gulf of Mexico, the open Atlantic. It reached peak intensity as a Category 2 hurricane on September 14 with maximum sustained winds of 97 mph (85 kt). The minimum central pressure was recorded at 973 mb. It made landfall near the northern Gulf Coast on September 21 as a Category 1 hurricane with winds of 86 mph. The system persisted for approximately 11 days. The storm was tracked across 47 observations in the HURDAT2 database. The system dissipated over the open Atlantic on September 22.",0
AL101887,1887,9,September,UNNAMED,1887-09-14,1887-09-18,96,70,80,983,1,Cat 1,1,0,0,17,"The unnamed storm of 1887 (AL101887) formed in the central Atlantic on September 14, 1887. The system tracked northward during its lifetime. It reached peak intensity as a Category 1 hurricane on September 16 with maximum sustained winds of 80 mph (70 kt). The minimum central pressure was recorded at 983 mb. The system persisted for approximately 4 days. The storm was tracked across 17 observations in the HURDAT2 database. The system dissipated over the open Atlantic on September 18.",0
AL111887,1887,10,October,UNNAMED,1887-10-06,1887-10-09,60,50,57,,0,TS,0,0,0,11,"The unnamed storm of 1887 (AL111887) formed in the Gulf of Mexico on October 6, 1887. The system tracked westward during its lifetime. It reached peak intensity on October 7 with maximum sustained winds of 57 mph (50 kt). The system persisted for approximately 2 days. The storm was tracked across 11 observations in the HURDAT2 database. The system dissipated over the Gulf of Mexico on October 9.",0
AL121887,1887,10,October,UNNAMED,1887-10-08,1887-10-09,42,60,69,,0,TS,0,0,0,8,"The unnamed storm of 1887 (AL121887) formed in the Caribbean Sea on October 8, 1887. The system tracked northward during its lifetime. It reached peak intensity on October 8 with maximum sustained winds of 69 mph (60 kt). The system persisted for approximately 2 days. The storm was tracked across 8 observations in the HURDAT2 database. The system dissipated over the western Atlantic off the U.S. East Coast on October 9.",0
AL131887,1887,10,October,UNNAMED,1887-10-09,1887-10-22,306,75,86,,1,Cat 1,1,0,1,53,"The unnamed storm of 1887 (AL131887) formed in the central Atlantic on October 9, 1887. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the Gulf of Mexico, the open Atlantic. It reached peak intensity as a Category 1 hurricane on October 12 with maximum sustained winds of 86 mph (75 kt). It made landfall near the northern Gulf Coast on October 19 as a Category 1 hurricane with winds of 86 mph. The system persisted for approximately 13 days. The storm was tracked across 53 observations in the HURDAT2 database. The system dissipated over the open Atlantic on October 22.",0
AL141887,1887,10,October,UNNAMED,1887-10-10,1887-10-12,60,75,86,,1,Cat 1,1,0,0,11,"The unnamed storm of 1887 (AL141887) formed in the central Atlantic on October 10, 1887. The system tracked northward during its lifetime. It reached peak intensity as a Category 1 hurricane on October 11 with maximum sustained winds of 86 mph (75 kt). The system persisted for approximately 2 days. The storm was tracked across 11 observations in the HURDAT2 database. The system dissipated over the open Atlantic on October 12.",0
AL151887,1887,10,October,UNNAMED,1887-10-15,1887-10-19,102,90,103,,2,Cat 2,1,0,0,18,"The unnamed storm of 1887 (AL151887) formed in the central Atlantic on October 15, 1887. It initially tracked westward through the Atlantic before recurving northeastward. It reached peak intensity as a Category 2 hurricane on October 16 with maximum sustained winds of 103 mph (90 kt). The system persisted for approximately 4 days. The storm was tracked across 18 observations in the HURDAT2 database. The system dissipated over the central Atlantic on October 19.",0
AL161887,1887,10,October,UNNAMED,1887-10-29,1887-11-06,198,70,80,990,1,Cat 1,1,0,1,35,"The unnamed storm of 1887 (AL161887) formed in the Gulf of Mexico on October 29, 1887. The system tracked eastward during its lifetime. Over its lifetime, the storm traversed the Gulf of Mexico, the western Atlantic off the U.S. East Coast, the open Atlantic. It reached peak intensity as a Category 1 hurricane on November 1 with maximum sustained winds of 80 mph (70 kt). The minimum central pressure was recorded at 990 mb. It made landfall near the northern Gulf Coast on October 30 with winds of 46 mph. The system persisted for approximately 8 days. The storm was tracked across 35 observations in the HURDAT2 database. The system dissipated over the open Atlantic on November 6.",0
AL171887,1887,11,November,UNNAMED,1887-11-27,1887-12-04,174,70,80,,1,Cat 1,1,0,0,30,"The unnamed storm of 1887 (AL171887), a late-season system, formed in the western Atlantic on November 27, 1887. The system tracked northeastward during its lifetime. Over its lifetime, the storm traversed the western Atlantic, the western Atlantic off the U.S. East Coast, the central Atlantic. It reached peak intensity as a Category 1 hurricane on November 29 with maximum sustained winds of 80 mph (70 kt). The system persisted for approximately 7 days. The storm was tracked across 30 observations in the HURDAT2 database. The system dissipated over the central Atlantic on December 4.",0
AL181887,1887,12,December,UNNAMED,1887-12-04,1887-12-10,150,70,80,,1,Cat 1,1,0,0,26,"The unnamed storm of 1887 (AL181887), a late-season storm, formed in the central Atlantic on December 4, 1887. The system tracked northeastward during its lifetime. It reached peak intensity as a Category 1 hurricane on December 7 with maximum sustained winds of 80 mph (70 kt). The system persisted for approximately 6 days. The storm was tracked across 26 observations in the HURDAT2 database. The system dissipated over the open Atlantic on December 10.",0
AL191887,1887,12,December,UNNAMED,1887-12-07,1887-12-12,132,50,57,,0,TS,0,0,0,23,"The unnamed storm of 1887 (AL191887), a late-season storm, formed in the central Atlantic on December 7, 1887. The system tracked westward during its lifetime. It reached peak intensity on December 9 with maximum sustained winds of 57 mph (50 kt). The system persisted for approximately 6 days. The storm was tracked across 23 observations in the HURDAT2 database. The system dissipated over the Caribbean Sea on December 12.",0
AL011888,1888,6,June,UNNAMED,1888-06-16,1888-06-18,66,70,80,,1,Cat 1,1,0,1,12,"The unnamed storm of 1888 (AL011888), an early-season storm, formed in the Gulf of Mexico on June 16, 1888. The system tracked northwestward during its lifetime. It reached peak intensity as a Category 1 hurricane on June 17 with maximum sustained winds of 80 mph (70 kt). It made landfall near the northern Gulf Coast on June 17 as a Category 1 hurricane with winds of 80 mph. The system persisted for approximately 3 days. The storm was tracked across 12 observations in the HURDAT2 database. The system dissipated over the open Atlantic on June 18.",0
AL021888,1888,7,July,UNNAMED,1888-07-04,1888-07-06,48,50,57,,0,TS,0,0,1,10,"The unnamed storm of 1888 (AL021888) formed in the Gulf of Mexico on July 4, 1888. The system tracked northward during its lifetime. It reached peak intensity on July 5 with maximum sustained winds of 57 mph (50 kt). It made landfall near the northern Gulf Coast on July 5 with winds of 57 mph. The system persisted for approximately 2 days. The storm was tracked across 10 observations in the HURDAT2 database. The system dissipated over the open Atlantic on July 6.",0
AL031888,1888,8,August,UNNAMED,1888-08-14,1888-08-24,246,110,126,,3,Cat 3,1,1,2,44,"The unnamed storm of 1888 (AL031888) formed in the western Atlantic on August 14, 1888. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the western Atlantic, the western Atlantic off the U.S. East Coast, the Gulf of Mexico, the open Atlantic. The storm covered a vast area, spanning approximately 32 degrees of latitude. It reached peak intensity as a Category 3 hurricane on August 16 with maximum sustained winds of 126 mph (110 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The system first reached hurricane strength on August 15 and continued to intensify over the following days. It made landfall near the Florida Gulf Coast on August 16 as a Category 3 hurricane with winds of 126 mph. It made landfall near the northern Gulf Coast on August 19 as a Category 2 hurricane with winds of 109 mph. The system eventually weakened and transitioned into an extratropical cyclone. The system persisted for approximately 10 days. With a duration of approximately 10 days, it was a notably long-lived storm. The storm was tracked across 44 observations in the HURDAT2 database. The system dissipated over the open Atlantic on August 24.",0
AL041888,1888,8,August,UNNAMED,1888-08-31,1888-09-08,198,110,126,,3,Cat 3,1,1,0,34,"The unnamed storm of 1888 (AL041888) formed in the Caribbean Sea on August 31, 1888. The system tracked westward during its lifetime. Over its lifetime, the storm traversed the Caribbean Sea, the western Atlantic, the Gulf of Mexico. It traversed a wide swath of the Atlantic, covering roughly 35 degrees of longitude. It reached peak intensity as a Category 3 hurricane on September 3 with maximum sustained winds of 126 mph (110 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The system first reached hurricane strength on August 31 and continued to intensify over the following days. The storm remained over open water and did not make landfall. The system persisted for approximately 8 days. The storm was tracked across 34 observations in the HURDAT2 database. The system dissipated over the Gulf of Mexico on September 8.",0
